country,region,source,segment,type,abatement,savings,cost
Cameroon,Africa,Downstream oil,Downstream,Oil,Replace with electric motor,0.03,-2.17
Congo,Africa,Downstream oil,Downstream,Oil,Replace with electric motor,0.01,-2.17
Gabon,Africa,Downstream oil,Downstream,Oil,Replace with electric motor,0.01,-2.17
Nigeria,Africa,Downstream oil,Downstream,Oil,Replace with electric motor,0.5,-2.17
South Africa,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.1,-2.16
South Africa,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0,-2.16
Poland,Europe,Offshore oil,Upstream,Oil,Upstream LDAR,0.01,-2.16
Poland,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,0,-2.16
Ukraine,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,0.19,-2.16
Japan,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with electric motor,2.06,-2.15
Bangladesh,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,9.14,-2.14
China,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.65,-2.11
China,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,82.82,-2.11
Azerbaijan,Russia & Caspian,Offshore oil,Upstream,Oil,Upstream LDAR,1.5699999999999998,-2.1
Azerbaijan,Russia & Caspian,Offshore gas,Upstream,Gas,Upstream LDAR,4.19,-2.1
Kazakhstan,Russia & Caspian,Offshore oil,Upstream,Oil,Upstream LDAR,2.29,-2.1
Kazakhstan,Russia & Caspian,Offshore gas,Upstream,Gas,Upstream LDAR,2.24,-2.1
Turkmenistan,Russia & Caspian,Offshore oil,Upstream,Oil,Upstream LDAR,3.26,-2.1
Turkmenistan,Russia & Caspian,Offshore gas,Upstream,Gas,Upstream LDAR,6.37,-2.1
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Other,2.5,-2.09
France,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.04,-2.09
France,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.01,-2.09
France,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0,-2.09
Russia,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Other,21.93,-2.09
Russia,Russia & Caspian,Unconventional gas,Upstream,Gas,Other,0.78,-2.09
Nigeria,Africa,Offshore gas,Upstream,Gas,Vapour recovery units,8.61,-2.09
Netherlands,Europe,Onshore conventional gas,Upstream,Gas,Install plunger,0.01,-2.08
New Zealand,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,0.75,-2.07
Brazil,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,3.48,-2.06
Brazil,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,6.86,-2.06
Bahrain,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,10.31,-2.04
Kuwait,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,9.71,-2.04
Oman,Middle East,Unconventional gas,Upstream,Gas,Replace with instrument air systems,13.94,-2.04
Oman,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,18.16,-2.04
Saudi Arabia,Middle East,Unconventional gas,Upstream,Gas,Replace with instrument air systems,2.82,-2.04
Saudi Arabia,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,19.35,-2.04
Qatar,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,1.06,-2.04
Syria,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,4.64,-2.04
United Arab Emirates,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,17.64,-2.04
Yemen,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.06,-2.04
Syria,Middle East,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,18.13,-2.03
Qatar,Middle East,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,44.41,-2.03
Russia,Russia & Caspian,Offshore oil,Upstream,Oil,Upstream LDAR,3.54,-2.03
Russia,Russia & Caspian,Offshore gas,Upstream,Gas,Upstream LDAR,13.38,-2.03
Saudi Arabia,Middle East,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,261.27,-2.03
Oman,Middle East,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,68.55,-2.03
Kuwait,Middle East,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,135.56,-2.03
Jordan,Middle East,Unconventional oil,Upstream,Oil,Replace with instrument air systems,0.34,-2.03
Jordan,Middle East,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,0.34,-2.03
Bahrain,Middle East,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,11.33,-2.03
United Arab Emirates,Middle East,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,91,-2.03
Yemen,Middle East,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,16.46,-2.03
France,Europe,Onshore conventional gas,Upstream,Gas,Install plunger,0,-2.02
France,Europe,Unconventional gas,Upstream,Gas,Install plunger,0,-2.02
Kuwait,Middle East,Offshore oil,Upstream,Oil,Vapour recovery units,4.6,-1.99
Canada,North America,Downstream gas,Downstream,Gas,Replace with instrument air systems,1.97,-1.99
Canada,North America,Offshore gas,Upstream,Gas,Replace with instrument air systems,0.03,-1.99
Mexico,North America,Offshore oil,Upstream,Oil,Replace compressor seal or rod,0.05,-1.98
Mexico,North America,Offshore gas,Upstream,Gas,Replace compressor seal or rod,0.01,-1.98
Japan,Asia Pacific,Offshore gas,Upstream,Gas,Upstream LDAR,0.01,-1.97
Japan,Asia Pacific,Offshore oil,Upstream,Oil,Upstream LDAR,0,-1.97
Poland,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,3.5,-1.96
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Install plunger,3.02,-1.94
Canada,North America,Onshore conventional gas,Upstream,Gas,Blowdown capture,15.21,-1.94
Canada,North America,Unconventional gas,Upstream,Gas,Blowdown capture,67.68,-1.94
Azerbaijan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Install plunger,0.01,-1.94
Turkmenistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Install plunger,14.12,-1.94
Uzbekistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Install plunger,2.99,-1.94
United States,North America,Onshore conventional gas,Upstream,Gas,Blowdown capture,24.94,-1.94
United States,North America,Unconventional gas,Upstream,Gas,Blowdown capture,415.21,-1.94
Mexico,North America,Unconventional gas,Upstream,Gas,Upstream LDAR,0.05,-1.9300000000000002
Mexico,North America,Onshore conventional gas,Upstream,Gas,Upstream LDAR,5.41,-1.9300000000000002
Mexico,North America,Onshore conventional oil,Upstream,Oil,Upstream LDAR,3.04,-1.9300000000000002
Other,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,27.41,-1.9100000000000001
Other,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.22,-1.9100000000000001
Other countries in Europe,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,5.48,-1.9
China,Asia Pacific,Onshore conventional gas,Upstream,Gas,Vapour recovery units,2.43,-1.9
China,Asia Pacific,Unconventional gas,Upstream,Gas,Vapour recovery units,3.36,-1.9
Other,Asia Pacific,Onshore conventional oil,Upstream,Oil,Vapour recovery units,3.1,-1.8900000000000001
Other,Asia Pacific,Downstream oil,Downstream,Oil,Vapour recovery units,0.53,-1.8900000000000001
Pakistan,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,21.65,-1.88
Oman,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.87
Oman,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,18.36,-1.87
Qatar,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,23.16,-1.87
Qatar,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.87
Saudi Arabia,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,49.07,-1.87
Saudi Arabia,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.23,-1.87
Syria,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.03,-1.87
Syria,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,5.63,-1.87
Bahrain,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.87
Bahrain,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,8.71,-1.87
Jordan,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,10.17,-1.87
Jordan,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.03,-1.87
Kuwait,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.04,-1.87
Lebanon,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.87
Kuwait,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,15.99,-1.87
Estonia,Europe,Offshore gas,Upstream,Gas,Replace with electric motor,0.06,-1.87
Estonia,Europe,Downstream gas,Downstream,Gas,Replace with electric motor,0.06,-1.87
Iraq,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.07,-1.87
Iraq,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,5.93,-1.87
India,Asia Pacific,Downstream oil,Downstream,Oil,Vapour recovery units,1.04,-1.87
India,Asia Pacific,Onshore conventional oil,Upstream,Oil,Vapour recovery units,6.16,-1.87
Iran,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.24,-1.87
Iran,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,182.62,-1.87
Yemen,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.87
Yemen,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,0.48,-1.87
United Arab Emirates,Middle East,Downstream oil,Downstream,Oil,Downstream LDAR,0.06,-1.87
United Arab Emirates,Middle East,Downstream gas,Downstream,Gas,Downstream LDAR,34.89,-1.87
United States,North America,Offshore oil,Upstream,Oil,Replace compressor seal or rod,0.03,-1.8599999999999999
United States,North America,Offshore gas,Upstream,Gas,Replace compressor seal or rod,0.01,-1.8599999999999999
United States,North America,Offshore gas,Upstream,Gas,Replace with instrument air systems,4.93,-1.8399999999999999
United States,North America,Downstream gas,Downstream,Gas,Replace with instrument air systems,23.38,-1.8399999999999999
United States,North America,Offshore oil,Upstream,Oil,Replace with instrument air systems,28.62,-1.8399999999999999
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Upstream LDAR,8.17,-1.8199999999999998
Kazakhstan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Upstream LDAR,8.02,-1.8199999999999998
Azerbaijan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.25,-1.8199999999999998
Azerbaijan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.03,-1.8199999999999998
Canada,North America,Offshore gas,Upstream,Gas,Replace compressor seal or rod,0,-1.8199999999999998
Norway,Europe,Offshore oil,Upstream,Oil,Upstream LDAR,0.35,-1.8199999999999998
Norway,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,1.69,-1.8199999999999998
Uzbekistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Upstream LDAR,12.74,-1.8199999999999998
Uzbekistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.47,-1.8199999999999998
Turkmenistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Upstream LDAR,60.09,-1.8199999999999998
Turkmenistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Upstream LDAR,2.5300000000000002,-1.8199999999999998
New Zealand,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,2.11,-1.81
New Zealand,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.81
South Africa,Africa,Offshore gas,Upstream,Gas,Other,1.79,-1.81
Democratic Republic of Congo,Africa,Offshore gas,Upstream,Gas,Other,0.08,-1.79
Egypt,Africa,Unconventional gas,Upstream,Gas,Replace with instrument air systems,1.29,-1.78
Egypt,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,6.33,-1.78
Algeria,Africa,Unconventional gas,Upstream,Gas,Replace with instrument air systems,2,-1.78
Algeria,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,84.72,-1.78
Libya,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,9.15,-1.78
Morocco,North Africa,Unconventional gas,Upstream,Gas,Replace with instrument air systems,0.06,-1.78
Morocco,North Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.06,-1.78
Tunisia,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.73,-1.78
Libya,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,163.71,-1.77
Algeria,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,210.27,-1.77
Egypt,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,40.59,-1.77
Tanzania,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,0.67,-1.77
Tunisia,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,2.45,-1.77
Germany,Europe,Onshore conventional gas,Upstream,Gas,Install plunger,0.09,-1.75
Germany,Europe,Unconventional gas,Upstream,Gas,Install plunger,0.04,-1.75
Ghana,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,1.04,-1.74
Iran,Middle East,Offshore oil,Upstream,Oil,Upstream LDAR,2.14,-1.73
Iran,Middle East,Offshore gas,Upstream,Gas,Upstream LDAR,47.85,-1.73
Libya,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.04,-1.73
Morocco,North Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.93,-1.73
Morocco,North Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.03,-1.73
Libya,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,11.15,-1.73
Kuwait,Middle East,Offshore oil,Upstream,Oil,Upstream LDAR,0.26,-1.73
Egypt,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.11,-1.73
Egypt,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,51.02,-1.73
Algeria,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.08,-1.73
Algeria,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,52.32,-1.73
Saudi Arabia,Middle East,Offshore oil,Upstream,Oil,Upstream LDAR,9.32,-1.73
Saudi Arabia,Middle East,Offshore gas,Upstream,Gas,Upstream LDAR,5.45,-1.73
Qatar,Middle East,Offshore gas,Upstream,Gas,Upstream LDAR,29.75,-1.73
Qatar,Middle East,Offshore oil,Upstream,Oil,Upstream LDAR,1.11,-1.73
Oman,Middle East,Offshore gas,Upstream,Gas,Upstream LDAR,0.03,-1.73
Oman,Middle East,Offshore oil,Upstream,Oil,Upstream LDAR,0.05,-1.73
Tunisia,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.73
Tunisia,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,4.82,-1.73
United Arab Emirates,Middle East,Offshore gas,Upstream,Gas,Upstream LDAR,3.25,-1.73
United Arab Emirates,Middle East,Offshore oil,Upstream,Oil,Upstream LDAR,4.88,-1.73
Oman,Middle East,Unconventional gas,Upstream,Gas,Other,0.65,-1.72
Oman,Middle East,Onshore conventional gas,Upstream,Gas,Other,0.85,-1.72
Qatar,Middle East,Onshore conventional gas,Upstream,Gas,Other,0.05,-1.72
Saudi Arabia,Middle East,Onshore conventional gas,Upstream,Gas,Other,0.9,-1.72
Saudi Arabia,Middle East,Unconventional gas,Upstream,Gas,Other,0.13,-1.72
Syria,Middle East,Onshore conventional gas,Upstream,Gas,Other,0.22,-1.72
Bahrain,Middle East,Onshore conventional gas,Upstream,Gas,Other,0.48,-1.72
Brazil,Central and South America,Downstream gas,Downstream,Gas,Replace with electric motor,15.59,-1.72
Kuwait,Middle East,Onshore conventional gas,Upstream,Gas,Other,0.45,-1.72
Iran,Middle East,Onshore conventional gas,Upstream,Gas,Other,3.31,-1.72
Iraq,Middle East,Onshore conventional gas,Upstream,Gas,Other,0.39,-1.72
United Arab Emirates,Middle East,Onshore conventional gas,Upstream,Gas,Other,0.82,-1.72
Yemen,Middle East,Onshore conventional gas,Upstream,Gas,Other,0,-1.72
Cuba,Central and South America,Downstream gas,Downstream,Gas,Replace with electric motor,0.3,-1.7
Azerbaijan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Replace with electric motor,11.47,-1.69
Benin,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.04,-1.67
Benin,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.67
Botswana,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.67
Cameroon,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.77,-1.67
Angola,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,1.04,-1.67
Angola,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.67
Cote d'Ivoire,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.67
Democratic Republic of Congo,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.67
Equatorial Guinea,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,3.12,-1.67
Eritrea,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.67
Cameroon,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.67
Cote d'Ivoire,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,2.3,-1.67
Congo,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.81,-1.67
Congo,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.67
Ghana,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,1.06,-1.67
Ghana,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.67
Ethiopia,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.67
Gabon,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.56,-1.67
Gabon,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.67
Kazakhstan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Replace with electric motor,363.75,-1.67
Kenya,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-1.67
Mozambique,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.96,-1.67
Namibia,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.67
Mozambique,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.67
Sudan,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.03,-1.67
Tanzania,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.67
Tanzania,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.83,-1.67
Togo,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.04,-1.67
Togo,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.67
South Sudan,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.67
Senegal,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.02,-1.67
Senegal,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,-1.67
Nigeria,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,37.91,-1.67
Nigeria,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.14,-1.67
Niger,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,-1.67
Nigeria,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,31.77,-1.65
Senegal,Africa,Unconventional gas,Upstream,Gas,Replace with instrument air systems,0.01,-1.65
Senegal,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,0.01,-1.65
Senegal,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.01,-1.65
Tanzania,Africa,Unconventional gas,Upstream,Gas,Replace with instrument air systems,0.64,-1.65
Tanzania,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.64,-1.65
Angola,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,1.6099999999999999,-1.65
Australia,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,5.59,-1.65
Angola,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,2.79,-1.6400000000000001
Benin,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,0,-1.6400000000000001
Congo,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,2.45,-1.6400000000000001
Congo,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.25,-1.6400000000000001
Cameroon,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.05,-1.6400000000000001
Chad,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,7.29,-1.6400000000000001
Democratic Republic of Congo,Africa,Unconventional oil,Upstream,Oil,Replace with instrument air systems,1.26,-1.6400000000000001
Democratic Republic of Congo,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,1.26,-1.6400000000000001
Democratic Republic of Congo,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,1.26,-1.6400000000000001
Mozambique,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,4.39,-1.6400000000000001
Mozambique,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,0.04,-1.6400000000000001
Gabon,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.34,-1.6400000000000001
Gabon,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,14.79,-1.6400000000000001
Equatorial Guinea,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,6.39,-1.6400000000000001
Ghana,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,1,-1.6400000000000001
Ghana,Africa,Unconventional oil,Upstream,Oil,Replace with instrument air systems,1,-1.6400000000000001
South Sudan,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,12.64,-1.6400000000000001
Sudan,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,7.74,-1.6400000000000001
Niger,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,0.75,-1.6400000000000001
Niger,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,0.7,-1.6400000000000001
Niger,Africa,Unconventional oil,Upstream,Oil,Replace with instrument air systems,0.7,-1.6400000000000001
Niger,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,0.7,-1.6400000000000001
Nigeria,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,102.69,-1.6400000000000001
Russia,Russia & Caspian,Unconventional gas,Upstream,Gas,Replace with instrument air systems,16.59,-1.6099999999999999
Russia,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,469.26,-1.6099999999999999
Benin,Africa,Offshore oil,Upstream,Oil,Replace with electric motor,0.02,-1.6099999999999999
Russia,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,831.83,-1.6
Saudi Arabia,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,1.09,-1.58
Saudi Arabia,Middle East,Unconventional gas,Upstream,Gas,Install plunger,0.16,-1.58
Qatar,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,0.06,-1.58
Oman,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,1.03,-1.58
Oman,Middle East,Unconventional gas,Upstream,Gas,Install plunger,0.79,-1.58
Syria,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,0.26,-1.58
Bahrain,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,0.58,-1.58
Germany,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.05,-1.58
Germany,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.37,-1.58
Germany,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.77,-1.58
Iraq,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,0.47,-1.58
Iran,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,4,-1.58
Kuwait,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,0.55,-1.58
Yemen,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,0,-1.58
United Arab Emirates,Middle East,Onshore conventional gas,Upstream,Gas,Install plunger,1,-1.58
Libya,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,2.06,-1.5699999999999998
Libya,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.5,-1.5699999999999998
Egypt,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.72,-1.5699999999999998
Egypt,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,11.2,-1.5699999999999998
Tunisia,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.16,-1.5699999999999998
Tunisia,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.09,-1.5699999999999998
Thailand,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with electric motor,1.62,-1.56
Other EU17 countries,Europe,Satellite - upstream,Upstream,Gas,Upstream LDAR,0.4,-1.55
Ukraine,Europe,Downstream oil,Downstream,Oil,Vapour recovery units,0.04,-1.54
Ukraine,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.13,-1.54
Thailand,Asia Pacific,Downstream gas,Downstream,Gas,Vapour recovery units,0.63,-1.51
Tanzania,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.11,-1.48
Other countries in Southeast Asia,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with electric motor,0.41,-1.48
Nigeria,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,9.39,-1.48
Nigeria,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,5.49,-1.48
Equatorial Guinea,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,2.7,-1.48
Equatorial Guinea,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.56,-1.48
Cote d'Ivoire,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.12,-1.48
Democratic Republic of Congo,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.17,-1.48
Cameroon,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.76,-1.48
Congo,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,1.81,-1.48
Cote d'Ivoire,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.77,-1.48
Congo,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.06,-1.48
Cameroon,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.66,-1.48
Angola,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,4.41,-1.48
Mozambique,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.24,-1.48
Ghana,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.45,-1.48
Ghana,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.54,-1.48
Gabon,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.86,-1.48
Gabon,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.01,-1.48
Italy,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.22,-1.47
Italy,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.18,-1.47
United Kingdom,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0,-1.47
United Kingdom,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0,-1.47
United Kingdom,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.08,-1.47
